pk,QualityCode,DatetimeAEST,SiteID,Unit,Value,Varcode,VariableName,LastObservedTimeAEST,DataType,Owner
10.00|20190410090000|570943,1,04/11/2019 09:00:00 AM,570943,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570942,1,04/11/2019 09:00:00 AM,570942,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570941,1,04/11/2019 09:00:00 AM,570941,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570928,1,04/11/2019 09:00:00 AM,570928,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190410090000|570925,1,04/11/2019 09:00:00 AM,570925,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570922,255,04/11/2019 09:00:00 AM,570922,Millimetres,0,10.0,Rainfall,10/10/2019 02:01:13 AM,total,DEAD?
10.00|20190410090000|570915,1,04/11/2019 09:00:00 AM,570915,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190410090000|570909,1,04/11/2019 09:00:00 AM,570909,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570908,255,04/11/2019 09:00:00 AM,570908,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570904,1,04/11/2019 09:00:00 AM,570904,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570902,1,04/11/2019 09:00:00 AM,570902,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570824,1,04/11/2019 09:00:00 AM,570824,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570822,1,04/11/2019 09:00:00 AM,570822,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570821,1,04/11/2019 09:00:00 AM,570821,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570817,1,04/11/2019 09:00:00 AM,570817,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570813,1,04/11/2019 09:00:00 AM,570813,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570807,1,04/11/2019 09:00:00 AM,570807,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570806,1,04/11/2019 09:00:00 AM,570806,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570805,1,04/11/2019 09:00:00 AM,570805,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD?
10.00|20190410090000|570803,1,04/11/2019 09:00:00 AM,570803,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570802,1,04/11/2019 09:00:00 AM,570802,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570801,2,04/11/2019 09:00:00 AM,570801,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
141.00|20190412000000|410790,1,04/12/2019 12:00:00 AM,410790,Megalitres/Day,0.5210000277,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS/EPSDD
141.00|20190412000000|410779,1,04/12/2019 12:00:00 AM,410779,Megalitres/Day,0.4930000007,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS/EPSDD
141.00|20190412000000|410776,1,04/12/2019 12:00:00 AM,410776,Megalitres/Day,0.3490000069,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,DEAD
141.00|20190412000000|410775,2,04/12/2019 12:00:00 AM,410775,Megalitres/Day,0.0590000004,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190412000000|410772,1,04/12/2019 12:00:00 AM,410772,Megalitres/Day,0.023,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190412000000|410770,1,04/12/2019 12:00:00 AM,410770,Megalitres/Day,1.5010000467,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190412000000|410761,1,04/12/2019 12:00:00 AM,410761,Megalitres/Day,107.2119979858,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190412000000|410756,1,04/12/2019 12:00:00 AM,410756,Megalitres/Day,4.5460000038,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190412000000|410753,150,04/12/2019 12:00:00 AM,410753,Megalitres/Day,0.1389999986,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190412000000|410751,1,04/12/2019 12:00:00 AM,410751,Megalitres/Day,1.4570000172,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190412000000|410750,2,04/12/2019 12:00:00 AM,410750,Megalitres/Day,0.9139999747,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190412000000|410746,1,04/12/2019 12:00:00 AM,410746,Megalitres/Day,0.050999999,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190412000000|410745,1,04/12/2019 12:00:00 AM,410745,Megalitres/Day,2.9660000801,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190412000000|410729,1,04/12/2019 12:00:00 AM,410729,Megalitres/Day,2.4549999237,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190412000000|410711,1,04/12/2019 12:00:00 AM,410711,Megalitres/Day,1.5809999704,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,DEAD
141.00|20190412000000|410705,1,04/12/2019 12:00:00 AM,410705,Megalitres/Day,0.5299999714,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
10.00|20190411090000|ES1801,1,04/12/2019 09:00:00 AM,ES1801,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|ER0302,1,04/12/2019 09:00:00 AM,ER0302,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190411090000|570996,1,04/12/2019 09:00:00 AM,570996,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570993,1,04/12/2019 09:00:00 AM,570993,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570992,1,04/12/2019 09:00:00 AM,570992,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570991,1,04/12/2019 09:00:00 AM,570991,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570987,2,04/12/2019 09:00:00 AM,570987,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570985,1,04/12/2019 09:00:00 AM,570985,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570981,1,04/12/2019 09:00:00 AM,570981,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570978,1,04/12/2019 09:00:00 AM,570978,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570977,1,04/12/2019 09:00:00 AM,570977,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570967,1,04/12/2019 09:00:00 AM,570967,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD?
10.00|20190411090000|570944,1,04/12/2019 09:00:00 AM,570944,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570943,1,04/12/2019 09:00:00 AM,570943,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570942,1,04/12/2019 09:00:00 AM,570942,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570941,1,04/12/2019 09:00:00 AM,570941,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570928,1,04/12/2019 09:00:00 AM,570928,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190411090000|570925,1,04/12/2019 09:00:00 AM,570925,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570922,255,04/12/2019 09:00:00 AM,570922,Millimetres,0,10.0,Rainfall,10/10/2019 02:01:13 AM,total,DEAD?
10.00|20190411090000|570915,1,04/12/2019 09:00:00 AM,570915,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190411090000|570909,1,04/12/2019 09:00:00 AM,570909,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570908,255,04/12/2019 09:00:00 AM,570908,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570904,1,04/12/2019 09:00:00 AM,570904,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570902,1,04/12/2019 09:00:00 AM,570902,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570824,1,04/12/2019 09:00:00 AM,570824,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570822,1,04/12/2019 09:00:00 AM,570822,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570821,1,04/12/2019 09:00:00 AM,570821,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570817,1,04/12/2019 09:00:00 AM,570817,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570813,1,04/12/2019 09:00:00 AM,570813,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570807,1,04/12/2019 09:00:00 AM,570807,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570806,1,04/12/2019 09:00:00 AM,570806,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570805,1,04/12/2019 09:00:00 AM,570805,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD?
10.00|20190411090000|570803,1,04/12/2019 09:00:00 AM,570803,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570802,1,04/12/2019 09:00:00 AM,570802,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190411090000|570801,2,04/12/2019 09:00:00 AM,570801,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
141.00|20190413000000|410790,1,04/13/2019 12:00:00 AM,410790,Megalitres/Day,0.4869999886,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS/EPSDD
141.00|20190413000000|410779,1,04/13/2019 12:00:00 AM,410779,Megalitres/Day,0.4880000055,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS/EPSDD
141.00|20190413000000|410776,1,04/13/2019 12:00:00 AM,410776,Megalitres/Day,0.3319999874,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,DEAD
141.00|20190413000000|410775,2,04/13/2019 12:00:00 AM,410775,Megalitres/Day,0.0670000017,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190413000000|410772,1,04/13/2019 12:00:00 AM,410772,Megalitres/Day,0.0260000005,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190413000000|410770,1,04/13/2019 12:00:00 AM,410770,Megalitres/Day,1.7280000448,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190413000000|410761,1,04/13/2019 12:00:00 AM,410761,Megalitres/Day,104.1679992676,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190413000000|410756,1,04/13/2019 12:00:00 AM,410756,Megalitres/Day,5.9879999161,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190413000000|410753,150,04/13/2019 12:00:00 AM,410753,Megalitres/Day,0.1420000046,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190413000000|410751,1,04/13/2019 12:00:00 AM,410751,Megalitres/Day,0.5469999909,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190413000000|410750,2,04/13/2019 12:00:00 AM,410750,Megalitres/Day,0.6750000119,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190413000000|410746,1,04/13/2019 12:00:00 AM,410746,Megalitres/Day,0.0489999987,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190413000000|410745,1,04/13/2019 12:00:00 AM,410745,Megalitres/Day,2.9660000801,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190413000000|410729,1,04/13/2019 12:00:00 AM,410729,Megalitres/Day,2.493999958,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190413000000|410711,1,04/13/2019 12:00:00 AM,410711,Megalitres/Day,1.3769999743,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,DEAD
141.00|20190413000000|410705,1,04/13/2019 12:00:00 AM,410705,Megalitres/Day,0.4539999962,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
10.00|20190412090000|ES1801,1,04/13/2019 09:00:00 AM,ES1801,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|ER0302,1,04/13/2019 09:00:00 AM,ER0302,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190412090000|570996,1,04/13/2019 09:00:00 AM,570996,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570993,1,04/13/2019 09:00:00 AM,570993,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570992,1,04/13/2019 09:00:00 AM,570992,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570991,1,04/13/2019 09:00:00 AM,570991,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570987,2,04/13/2019 09:00:00 AM,570987,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570985,1,04/13/2019 09:00:00 AM,570985,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570981,1,04/13/2019 09:00:00 AM,570981,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570978,1,04/13/2019 09:00:00 AM,570978,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570977,1,04/13/2019 09:00:00 AM,570977,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570967,1,04/13/2019 09:00:00 AM,570967,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD?
10.00|20190412090000|570944,1,04/13/2019 09:00:00 AM,570944,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570943,1,04/13/2019 09:00:00 AM,570943,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570942,1,04/13/2019 09:00:00 AM,570942,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570941,1,04/13/2019 09:00:00 AM,570941,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570928,1,04/13/2019 09:00:00 AM,570928,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190412090000|570925,1,04/13/2019 09:00:00 AM,570925,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570922,255,04/13/2019 09:00:00 AM,570922,Millimetres,0,10.0,Rainfall,10/10/2019 02:01:13 AM,total,DEAD?
10.00|20190412090000|570915,1,04/13/2019 09:00:00 AM,570915,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190412090000|570909,1,04/13/2019 09:00:00 AM,570909,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570908,255,04/13/2019 09:00:00 AM,570908,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570904,1,04/13/2019 09:00:00 AM,570904,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570902,1,04/13/2019 09:00:00 AM,570902,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570824,1,04/13/2019 09:00:00 AM,570824,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570822,1,04/13/2019 09:00:00 AM,570822,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570821,1,04/13/2019 09:00:00 AM,570821,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570817,1,04/13/2019 09:00:00 AM,570817,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570813,1,04/13/2019 09:00:00 AM,570813,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570807,1,04/13/2019 09:00:00 AM,570807,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570806,1,04/13/2019 09:00:00 AM,570806,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570805,1,04/13/2019 09:00:00 AM,570805,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD?
10.00|20190412090000|570803,1,04/13/2019 09:00:00 AM,570803,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570802,1,04/13/2019 09:00:00 AM,570802,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190412090000|570801,2,04/13/2019 09:00:00 AM,570801,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
141.00|20190414000000|410790,1,04/14/2019 12:00:00 AM,410790,Megalitres/Day,0.4639999866,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS/EPSDD
141.00|20190414000000|410779,1,04/14/2019 12:00:00 AM,410779,Megalitres/Day,0.5220000148,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS/EPSDD
141.00|20190414000000|410776,1,04/14/2019 12:00:00 AM,410776,Megalitres/Day,0.3420000076,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,DEAD
141.00|20190414000000|410775,2,04/14/2019 12:00:00 AM,410775,Megalitres/Day,0.0670000017,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190414000000|410772,1,04/14/2019 12:00:00 AM,410772,Megalitres/Day,0.0299999993,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190414000000|410770,1,04/14/2019 12:00:00 AM,410770,Megalitres/Day,1.692999959,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190414000000|410761,1,04/14/2019 12:00:00 AM,410761,Megalitres/Day,97.4970016479,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190414000000|410756,1,04/14/2019 12:00:00 AM,410756,Megalitres/Day,5.2979998589,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190414000000|410753,150,04/14/2019 12:00:00 AM,410753,Megalitres/Day,0.1550000012,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190414000000|410751,1,04/14/2019 12:00:00 AM,410751,Megalitres/Day,0.8840000033,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190414000000|410750,2,04/14/2019 12:00:00 AM,410750,Megalitres/Day,0.6449999809,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190414000000|410746,1,04/14/2019 12:00:00 AM,410746,Megalitres/Day,0.0480000004,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190414000000|410745,1,04/14/2019 12:00:00 AM,410745,Megalitres/Day,2.8929998875,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190414000000|410729,1,04/14/2019 12:00:00 AM,410729,Megalitres/Day,2.2960000038,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190414000000|410711,1,04/14/2019 12:00:00 AM,410711,Megalitres/Day,1.3270000219,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,DEAD
141.00|20190414000000|410705,1,04/14/2019 12:00:00 AM,410705,Megalitres/Day,0.4199999869,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
10.00|20190413090000|ES1801,1,04/14/2019 09:00:00 AM,ES1801,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|ER0302,1,04/14/2019 09:00:00 AM,ER0302,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190413090000|570996,1,04/14/2019 09:00:00 AM,570996,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570993,1,04/14/2019 09:00:00 AM,570993,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570992,1,04/14/2019 09:00:00 AM,570992,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570991,1,04/14/2019 09:00:00 AM,570991,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570987,2,04/14/2019 09:00:00 AM,570987,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570985,1,04/14/2019 09:00:00 AM,570985,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570981,1,04/14/2019 09:00:00 AM,570981,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570978,1,04/14/2019 09:00:00 AM,570978,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570977,1,04/14/2019 09:00:00 AM,570977,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570967,1,04/14/2019 09:00:00 AM,570967,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD?
10.00|20190413090000|570944,1,04/14/2019 09:00:00 AM,570944,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570943,1,04/14/2019 09:00:00 AM,570943,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570942,1,04/14/2019 09:00:00 AM,570942,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570941,1,04/14/2019 09:00:00 AM,570941,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570928,1,04/14/2019 09:00:00 AM,570928,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190413090000|570925,1,04/14/2019 09:00:00 AM,570925,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570922,255,04/14/2019 09:00:00 AM,570922,Millimetres,0,10.0,Rainfall,09/12/2019 08:16:56 AM,total,DEAD?
10.00|20190413090000|570915,1,04/14/2019 09:00:00 AM,570915,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190413090000|570909,1,04/14/2019 09:00:00 AM,570909,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570908,255,04/14/2019 09:00:00 AM,570908,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570904,1,04/14/2019 09:00:00 AM,570904,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570902,1,04/14/2019 09:00:00 AM,570902,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570824,1,04/14/2019 09:00:00 AM,570824,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570822,1,04/14/2019 09:00:00 AM,570822,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570821,1,04/14/2019 09:00:00 AM,570821,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570817,1,04/14/2019 09:00:00 AM,570817,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570813,1,04/14/2019 09:00:00 AM,570813,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570807,1,04/14/2019 09:00:00 AM,570807,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190413090000|570806,1,04/14/2019 09:00:00 AM,570806,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
