pk,QualityCode,DatetimeAEST,SiteID,Unit,Value,Varcode,VariableName,LastObservedTimeAEST,DataType,Owner
10.00|20191122090000|570821,6,11/23/2019 09:00:00 AM,570821,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191122090000|570817,1,11/23/2019 09:00:00 AM,570817,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191122090000|570813,6,11/23/2019 09:00:00 AM,570813,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191122090000|570807,6,11/23/2019 09:00:00 AM,570807,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191122090000|570806,6,11/23/2019 09:00:00 AM,570806,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191122090000|570805,255,11/23/2019 09:00:00 AM,570805,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,DEAD?
10.00|20191122090000|570803,6,11/23/2019 09:00:00 AM,570803,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191122090000|570802,6,11/23/2019 09:00:00 AM,570802,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191122090000|570801,6,11/23/2019 09:00:00 AM,570801,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
141.00|20191124000000|410790,6,11/24/2019 12:00:00 AM,410790,Megalitres/Day,0.2150000036,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS/EPSDD
141.00|20191124000000|410779,255,11/24/2019 12:00:00 AM,410779,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS/EPSDD
141.00|20191124000000|410776,1,11/24/2019 12:00:00 AM,410776,Megalitres/Day,0.2070000023,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,DEAD
141.00|20191124000000|410775,6,11/24/2019 12:00:00 AM,410775,Megalitres/Day,2.0729999542,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191124000000|410772,6,11/24/2019 12:00:00 AM,410772,Megalitres/Day,0.0920000002,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191124000000|410770,6,11/24/2019 12:00:00 AM,410770,Megalitres/Day,1.8150000572,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,EPSDD
141.00|20191124000000|410761,6,11/24/2019 12:00:00 AM,410761,Megalitres/Day,8.6450004578,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,EPSDD
141.00|20191124000000|410756,6,11/24/2019 12:00:00 AM,410756,Megalitres/Day,1.4529999495,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,EPSDD
141.00|20191124000000|410753,150,11/24/2019 12:00:00 AM,410753,Megalitres/Day,0.1120000035,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191124000000|410751,6,11/24/2019 12:00:00 AM,410751,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191124000000|410750,255,11/24/2019 12:00:00 AM,410750,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191124000000|410746,1,11/24/2019 12:00:00 AM,410746,Megalitres/Day,0.1159999967,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191124000000|410745,1,11/24/2019 12:00:00 AM,410745,Megalitres/Day,2.7630000114,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191124000000|410729,255,11/24/2019 12:00:00 AM,410729,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,EPSDD
141.00|20191124000000|410711,6,11/24/2019 12:00:00 AM,410711,Megalitres/Day,0.0120000001,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,DEAD
141.00|20191124000000|410705,6,11/24/2019 12:00:00 AM,410705,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,EPSDD
10.00|20191123090000|ES1801,1,11/24/2019 09:00:00 AM,ES1801,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|ER0302,1,11/24/2019 09:00:00 AM,ER0302,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,DEAD
10.00|20191123090000|570996,6,11/24/2019 09:00:00 AM,570996,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570993,6,11/24/2019 09:00:00 AM,570993,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570992,1,11/24/2019 09:00:00 AM,570992,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570991,1,11/24/2019 09:00:00 AM,570991,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570987,6,11/24/2019 09:00:00 AM,570987,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570985,6,11/24/2019 09:00:00 AM,570985,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570981,6,11/24/2019 09:00:00 AM,570981,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570978,1,11/24/2019 09:00:00 AM,570978,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570977,1,11/24/2019 09:00:00 AM,570977,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570967,255,11/24/2019 09:00:00 AM,570967,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,DEAD?
10.00|20191123090000|570944,6,11/24/2019 09:00:00 AM,570944,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570943,255,11/24/2019 09:00:00 AM,570943,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570942,6,11/24/2019 09:00:00 AM,570942,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570941,1,11/24/2019 09:00:00 AM,570941,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570928,6,11/24/2019 09:00:00 AM,570928,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,DEAD
10.00|20191123090000|570925,255,11/24/2019 09:00:00 AM,570925,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570915,255,11/24/2019 09:00:00 AM,570915,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,DEAD
10.00|20191123090000|570909,6,11/24/2019 09:00:00 AM,570909,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570908,255,11/24/2019 09:00:00 AM,570908,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570904,1,11/24/2019 09:00:00 AM,570904,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570902,6,11/24/2019 09:00:00 AM,570902,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570824,6,11/24/2019 09:00:00 AM,570824,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570822,6,11/24/2019 09:00:00 AM,570822,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570821,6,11/24/2019 09:00:00 AM,570821,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570817,1,11/24/2019 09:00:00 AM,570817,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570813,6,11/24/2019 09:00:00 AM,570813,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570807,6,11/24/2019 09:00:00 AM,570807,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570806,6,11/24/2019 09:00:00 AM,570806,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570805,255,11/24/2019 09:00:00 AM,570805,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,DEAD?
10.00|20191123090000|570803,6,11/24/2019 09:00:00 AM,570803,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570802,6,11/24/2019 09:00:00 AM,570802,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191123090000|570801,6,11/24/2019 09:00:00 AM,570801,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
141.00|20191125000000|410790,6,11/25/2019 12:00:00 AM,410790,Megalitres/Day,0.2240000069,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS/EPSDD
141.00|20191125000000|410779,255,11/25/2019 12:00:00 AM,410779,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS/EPSDD
141.00|20191125000000|410776,1,11/25/2019 12:00:00 AM,410776,Megalitres/Day,0.1829999983,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,DEAD
141.00|20191125000000|410775,6,11/25/2019 12:00:00 AM,410775,Megalitres/Day,2.1400001049,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191125000000|410772,6,11/25/2019 12:00:00 AM,410772,Megalitres/Day,0.1979999989,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191125000000|410770,6,11/25/2019 12:00:00 AM,410770,Megalitres/Day,1.7460000515,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,EPSDD
141.00|20191125000000|410761,6,11/25/2019 12:00:00 AM,410761,Megalitres/Day,7.271999836,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,EPSDD
141.00|20191125000000|410756,6,11/25/2019 12:00:00 AM,410756,Megalitres/Day,1.5440000296,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,EPSDD
141.00|20191125000000|410753,150,11/25/2019 12:00:00 AM,410753,Megalitres/Day,0.1110000014,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191125000000|410751,6,11/25/2019 12:00:00 AM,410751,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191125000000|410750,255,11/25/2019 12:00:00 AM,410750,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191125000000|410746,1,11/25/2019 12:00:00 AM,410746,Megalitres/Day,0.1059999987,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191125000000|410745,1,11/25/2019 12:00:00 AM,410745,Megalitres/Day,3.5780000687,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191125000000|410729,255,11/25/2019 12:00:00 AM,410729,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,EPSDD
141.00|20191125000000|410711,6,11/25/2019 12:00:00 AM,410711,Megalitres/Day,0.0070000002,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,DEAD
141.00|20191125000000|410705,6,11/25/2019 12:00:00 AM,410705,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,EPSDD
10.00|20191124090000|ES1801,1,11/25/2019 09:00:00 AM,ES1801,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|ER0302,1,11/25/2019 09:00:00 AM,ER0302,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,DEAD
10.00|20191124090000|570996,6,11/25/2019 09:00:00 AM,570996,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570993,6,11/25/2019 09:00:00 AM,570993,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570992,1,11/25/2019 09:00:00 AM,570992,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570991,1,11/25/2019 09:00:00 AM,570991,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570987,6,11/25/2019 09:00:00 AM,570987,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570985,6,11/25/2019 09:00:00 AM,570985,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570981,6,11/25/2019 09:00:00 AM,570981,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570978,1,11/25/2019 09:00:00 AM,570978,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570977,1,11/25/2019 09:00:00 AM,570977,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570967,255,11/25/2019 09:00:00 AM,570967,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,DEAD?
10.00|20191124090000|570944,6,11/25/2019 09:00:00 AM,570944,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570943,255,11/25/2019 09:00:00 AM,570943,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570942,6,11/25/2019 09:00:00 AM,570942,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570941,1,11/25/2019 09:00:00 AM,570941,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570928,6,11/25/2019 09:00:00 AM,570928,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,DEAD
10.00|20191124090000|570925,255,11/25/2019 09:00:00 AM,570925,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570915,255,11/25/2019 09:00:00 AM,570915,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,DEAD
10.00|20191124090000|570909,6,11/25/2019 09:00:00 AM,570909,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570908,255,11/25/2019 09:00:00 AM,570908,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570904,1,11/25/2019 09:00:00 AM,570904,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570902,6,11/25/2019 09:00:00 AM,570902,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570824,6,11/25/2019 09:00:00 AM,570824,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570822,6,11/25/2019 09:00:00 AM,570822,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570821,6,11/25/2019 09:00:00 AM,570821,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570817,1,11/25/2019 09:00:00 AM,570817,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570813,6,11/25/2019 09:00:00 AM,570813,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570807,6,11/25/2019 09:00:00 AM,570807,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570806,6,11/25/2019 09:00:00 AM,570806,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570805,255,11/25/2019 09:00:00 AM,570805,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,DEAD?
10.00|20191124090000|570803,6,11/25/2019 09:00:00 AM,570803,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570802,6,11/25/2019 09:00:00 AM,570802,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191124090000|570801,6,11/25/2019 09:00:00 AM,570801,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
141.00|20191126000000|410790,6,11/26/2019 12:00:00 AM,410790,Megalitres/Day,0.2549999952,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS/EPSDD
141.00|20191126000000|410779,255,11/26/2019 12:00:00 AM,410779,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS/EPSDD
141.00|20191126000000|410776,1,11/26/2019 12:00:00 AM,410776,Megalitres/Day,0.2189999968,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,DEAD
141.00|20191126000000|410775,6,11/26/2019 12:00:00 AM,410775,Megalitres/Day,2.114000082,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191126000000|410772,6,11/26/2019 12:00:00 AM,410772,Megalitres/Day,0.1089999974,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191126000000|410770,6,11/26/2019 12:00:00 AM,410770,Megalitres/Day,2.6470000744,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,EPSDD
141.00|20191126000000|410761,6,11/26/2019 12:00:00 AM,410761,Megalitres/Day,6.2249999046,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,EPSDD
141.00|20191126000000|410756,6,11/26/2019 12:00:00 AM,410756,Megalitres/Day,1.800999999,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,EPSDD
141.00|20191126000000|410753,150,11/26/2019 12:00:00 AM,410753,Megalitres/Day,0.1089999974,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191126000000|410751,6,11/26/2019 12:00:00 AM,410751,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191126000000|410750,255,11/26/2019 12:00:00 AM,410750,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191126000000|410746,1,11/26/2019 12:00:00 AM,410746,Megalitres/Day,0.1070000008,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191126000000|410745,1,11/26/2019 12:00:00 AM,410745,Megalitres/Day,3.5120000839,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191126000000|410729,255,11/26/2019 12:00:00 AM,410729,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,EPSDD
141.00|20191126000000|410711,6,11/26/2019 12:00:00 AM,410711,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,DEAD
141.00|20191126000000|410705,6,11/26/2019 12:00:00 AM,410705,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,EPSDD
10.00|20191125090000|ES1801,1,11/26/2019 09:00:00 AM,ES1801,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|ER0302,1,11/26/2019 09:00:00 AM,ER0302,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,DEAD
10.00|20191125090000|570996,6,11/26/2019 09:00:00 AM,570996,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570993,6,11/26/2019 09:00:00 AM,570993,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570992,1,11/26/2019 09:00:00 AM,570992,Millimetres,0.200000003,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570991,1,11/26/2019 09:00:00 AM,570991,Millimetres,1,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570987,6,11/26/2019 09:00:00 AM,570987,Millimetres,0.200000003,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570985,6,11/26/2019 09:00:00 AM,570985,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570981,6,11/26/2019 09:00:00 AM,570981,Millimetres,0.200000003,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570978,1,11/26/2019 09:00:00 AM,570978,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570977,1,11/26/2019 09:00:00 AM,570977,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570967,255,11/26/2019 09:00:00 AM,570967,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,DEAD?
10.00|20191125090000|570944,6,11/26/2019 09:00:00 AM,570944,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570943,255,11/26/2019 09:00:00 AM,570943,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570942,6,11/26/2019 09:00:00 AM,570942,Millimetres,0.400000006,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570941,1,11/26/2019 09:00:00 AM,570941,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570928,6,11/26/2019 09:00:00 AM,570928,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,DEAD
10.00|20191125090000|570925,255,11/26/2019 09:00:00 AM,570925,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570915,255,11/26/2019 09:00:00 AM,570915,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,DEAD
10.00|20191125090000|570909,6,11/26/2019 09:00:00 AM,570909,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570908,255,11/26/2019 09:00:00 AM,570908,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570904,1,11/26/2019 09:00:00 AM,570904,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570902,6,11/26/2019 09:00:00 AM,570902,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570824,6,11/26/2019 09:00:00 AM,570824,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570822,6,11/26/2019 09:00:00 AM,570822,Millimetres,0.200000003,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570821,6,11/26/2019 09:00:00 AM,570821,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570817,1,11/26/2019 09:00:00 AM,570817,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570813,6,11/26/2019 09:00:00 AM,570813,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570807,6,11/26/2019 09:00:00 AM,570807,Millimetres,0.6000000238,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570806,6,11/26/2019 09:00:00 AM,570806,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570805,255,11/26/2019 09:00:00 AM,570805,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,DEAD?
10.00|20191125090000|570803,6,11/26/2019 09:00:00 AM,570803,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570802,6,11/26/2019 09:00:00 AM,570802,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
10.00|20191125090000|570801,6,11/26/2019 09:00:00 AM,570801,Millimetres,0,10.0,Rainfall,01/11/2020 02:02:06 AM,total,TCCS
141.00|20191127000000|410790,6,11/27/2019 12:00:00 AM,410790,Megalitres/Day,0.2389999926,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS/EPSDD
141.00|20191127000000|410779,255,11/27/2019 12:00:00 AM,410779,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS/EPSDD
141.00|20191127000000|410776,1,11/27/2019 12:00:00 AM,410776,Megalitres/Day,0.2300000042,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,DEAD
141.00|20191127000000|410775,6,11/27/2019 12:00:00 AM,410775,Megalitres/Day,1.6560000181,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191127000000|410772,6,11/27/2019 12:00:00 AM,410772,Megalitres/Day,0.0829999968,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191127000000|410770,6,11/27/2019 12:00:00 AM,410770,Megalitres/Day,79.7050018311,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,EPSDD
141.00|20191127000000|410761,6,11/27/2019 12:00:00 AM,410761,Megalitres/Day,5.5279998779,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,EPSDD
141.00|20191127000000|410756,6,11/27/2019 12:00:00 AM,410756,Megalitres/Day,1.807000041,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,EPSDD
141.00|20191127000000|410753,150,11/27/2019 12:00:00 AM,410753,Megalitres/Day,0.1080000028,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191127000000|410751,6,11/27/2019 12:00:00 AM,410751,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191127000000|410750,255,11/27/2019 12:00:00 AM,410750,Megalitres/Day,0,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
141.00|20191127000000|410746,1,11/27/2019 12:00:00 AM,410746,Megalitres/Day,0.0970000029,141.0,Stream Discharge Ml/Day,01/11/2020 02:04:08 AM,mean,TCCS
